long,short,signal,profit,numero_operaciones,return_factor,ganancia_total
29,16,17,2.297269922024285,55,1.0007834514038887,4.308982721387718
28,14,23,2.2972420441530024,54,1.000767347052969,4.143674086032417
28,23,14,2.2972420441530024,54,1.000767347052969,4.143674086032417
29,22,12,2.297121196296969,55,1.000793695613389,4.365325873638475
29,12,22,2.297121196296969,55,1.000793695613389,4.365325873638475
32,23,12,2.2966261101552288,54,1.0007823472548065,4.224675175955762
32,12,23,2.2966261101552288,54,1.0007823472548065,4.224675175955762
35,24,10,2.2965980227165774,54,1.000799114552789,4.315218585061186
35,10,24,2.2965980227165774,54,1.000799114552789,4.315218585061186
35,12,19,2.2963441435721044,55,1.0007946369514045,4.370503232724119
35,19,12,2.2963441435721044,55,1.0007946369514045,4.370503232724119
30,20,14,2.2959594961170597,53,1.0008027266534218,4.25445126313595
30,14,20,2.2959594961170597,53,1.0008027266534218,4.25445126313595
30,14,18,2.2958248781401003,56,1.0007797987895672,4.3668732215763
30,18,14,2.2958248781401003,56,1.0007797987895672,4.3668732215763
34,15,17,2.2956738852101095,54,1.0007908799595522,4.27075178158171
34,17,15,2.2956738852101095,54,1.0007908799595522,4.27075178158171
38,20,12,2.2955524767909776,54,1.000774403156843,4.181777046952171
38,12,20,2.2955524767909776,54,1.000774403156843,4.181777046952171
29,13,20,2.295433876410382,56,1.000779696283367,4.366299186855079
29,20,13,2.295433876410382,56,1.000779696283367,4.366299186855079
37,11,21,2.2953892028635865,54,1.0007917291602166,4.275337465170307
37,21,11,2.2953892028635865,54,1.0007917291602166,4.275337465170307
28,12,22,2.2950801309397866,56,1.0007788159684174,4.361369423137502
28,22,12,2.2950801309397866,56,1.0007788159684174,4.361369423137502
27,21,13,2.2940428949919127,57,1.0007650645642503,4.360868016226107
27,13,21,2.2940428949919127,57,1.0007650645642503,4.360868016226107
34,24,10,2.293168220268859,55,1.0007893694574648,4.341532016056478
34,10,24,2.293168220268859,55,1.0007893694574648,4.341532016056478
27,23,12,2.293115057375354,56,1.0007783006315962,4.358483536939266
27,12,23,2.293115057375354,56,1.0007783006315962,4.358483536939266
39,10,20,2.292396724244792,56,1.0007812977239139,4.375267253917786
39,20,10,2.292396724244792,56,1.0007812977239139,4.375267253917786
32,13,18,2.291921854457699,56,1.0007779872851923,4.356728797077334
32,18,13,2.291921854457699,56,1.0007779872851923,4.356728797077334
33,11,23,2.2917163585268434,54,1.0007965414487185,4.301323823080916
33,23,11,2.2917163585268434,54,1.0007965414487185,4.301323823080916
22,11,16,2.2913757060488025,73,1.000669030528352,4.883922856969196
23,14,12,2.2913757060488025,73,1.000669030528352,4.883922856969196
22,16,11,2.2913757060488025,73,1.000669030528352,4.883922856969196
16,11,22,2.2913757060488025,73,1.000669030528352,4.883922856969196
23,12,14,2.2913757060488025,73,1.000669030528352,4.883922856969196
43,11,19,2.2913094999355836,54,1.0007905430051034,4.268932227558125
43,19,11,2.2913094999355836,54,1.0007905430051034,4.268932227558125
26,17,17,2.2908889504377155,58,1.0007544373298696,4.375736513243335
23,13,13,2.290296350800528,73,1.0006687863731119,4.882140523715448
44,18,11,2.290289169477012,55,1.000794670584018,4.370688212099141
44,11,18,2.290289169477012,55,1.000794670584018,4.370688212099141
25,22,14,2.289985074916319,56,1.0007709857993747,4.317520476498069
25,14,22,2.289985074916319,56,1.0007709857993747,4.317520476498069
27,15,19,2.2887688795933645,56,1.0007702589155203,4.313449926913905
27,19,15,2.2887688795933645,56,1.0007702589155203,4.313449926913905
33,13,21,2.288146524532044,53,1.0007811658490693,4.1401790000673575
33,21,13,2.288146524532044,53,1.0007811658490693,4.1401790000673575
25,21,15,2.2880407479973455,55,1.000780598748757,4.293293118163454
25,15,21,2.2880407479973455,55,1.000780598748757,4.293293118163454
32,11,24,2.287960690463221,54,1.0007859754474038,4.24426741598006
32,24,11,2.287960690463221,54,1.0007859754474038,4.24426741598006
31,20,13,2.2875924049320546,54,1.0008051719620763,4.347928595212809
31,13,20,2.2875924049320546,54,1.0008051719620763,4.347928595212809
30,13,21,2.287562719209823,54,1.0007996285394907,4.317994113249399
30,21,13,2.287562719209823,54,1.0007996285394907,4.317994113249399
37,8,19,2.28747403474582,63,1.000711829248969,4.4845242685040665
